Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1,1,Tourism,daytime,1,122.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,114.3,1,0,0,0,female,yes,20,0,0,6,12,4,11.25,0,0,6,12,3,11.333333333333334,0,7.6,2.6,0.32,Dropout
single,43,1,Communication Design,daytime,1,150.0,1,2,Higher Education - Degree,3,Intellectual and Scientific Specialists,140.8,0,0,0,1,female,no,19,0,1,6,6,5,12.4,0,0,6,8,6,12.75,0,10.8,1.4,1.74,Enrolled
single,1,2,Journalism and Communication,daytime,1,135.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",126.3,1,1,0,1,female,yes,20,0,0,6,6,6,14.666666666666666,0,0,6,7,6,14.571428571428571,0,8.9,1.4,3.51,Graduate
single,39,1,Veterinary Nursing,daytime,1,133.1,1,3,Basic Education 3rd Cycle (9th–11th Year),2,Unskilled Workers,110.0,0,0,0,1,female,no,28,0,0,6,15,4,12.0,0,0,6,14,4,12.0,0,11.1,0.6,2.02,Dropout
single,1,2,Veterinary Nursing,daytime,1,122.0,1,1,Secondary Education - 12th Year or Eq.,193,Armed Forces Officers,126.2,0,0,0,1,female,no,19,0,0,6,8,6,14.0,0,0,6,18,3,12.666666666666666,0,12.4,0.5,1.79,Graduate
single,42,1,Agronomy,daytime,39,140.0,1,19,Secondary Education - 12th Year or Eq.,5,"Services, Security, Sellers",140.0,0,0,0,1,female,no,22,0,0,6,10,6,12.571428571428571,0,0,6,12,4,13.666666666666666,0,15.5,2.8,-4.06,Enrolled
single,1,1,Veterinary Nursing,daytime,1,138.0,1,1,Higher Education - Degree,9,Legislative/Executive Directors and Managers,123.0,1,0,0,1,female,no,19,0,1,6,14,6,15.538461538461538,0,0,6,9,6,12.625,0,15.5,2.8,-4.06,Graduate
single,1,3,Journalism and Communication,daytime,1,130.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",157.0,1,0,0,0,female,no,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,5,1,Equinculture,daytime,1,157.0,1,5,Master's (2nd Cycle),2,Intellectual and Scientific Specialists,149.7,1,0,0,1,female,no,18,0,0,6,6,6,15.0,0,0,6,6,6,14.833333333333334,0,8.9,1.4,3.51,Graduate
single,43,1,Equinculture,daytime,1,140.0,1,2,Secondary Education - 12th Year or Eq.,2,Intermediate Level Technicians,140.0,1,0,0,1,female,no,22,0,0,5,11,4,12.25,0,0,5,9,5,13.285714285714286,0,12.7,3.7,-1.7,Graduate
single,53,1,Veterinary Nursing,daytime,42,170.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Skilled Industry and Construction Workers,170.0,0,0,0,1,female,no,20,0,7,11,13,11,15.692307692307692,0,4,9,9,9,15.555555555555555,0,8.9,1.4,3.51,Graduate
single,39,1,Management (evening attendance),evening,1,150.0,1,1,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,130.2,0,0,0,1,female,yes,24,0,0,5,7,5,12.285714285714286,0,0,5,9,5,12.75,1,16.2,0.3,-0.92,Graduate
single,17,1,Animation and Multimedia Design,daytime,1,146.0,1,1,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,135.5,1,0,1,1,female,no,22,0,12,17,19,12,11.833333333333334,0,10,17,22,11,11.25,0,11.1,0.6,2.02,Enrolled
single,43,1,Social Service (evening attendance),evening,1,120.0,1,38,Basic Education 3rd Cycle (9th–11th Year),5,Administrative Staff,118.3,0,0,0,1,female,no,20,0,2,6,6,6,12.166666666666666,0,0,6,7,5,14.0,0,12.7,3.7,-1.7,Enrolled
single,1,1,Oral Hygiene,daytime,1,118.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,116.3,1,0,0,1,female,yes,20,0,0,7,10,7,11.88888888888889,0,0,8,10,8,11.95625,0,12.7,3.7,-1.7,Graduate
married,7,1,Social Service (evening attendance),evening,3,120.0,1,38,Secondary Education - 12th Year or Eq.,9,Unskilled Workers,120.0,0,0,0,0,female,no,35,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,1,1,Advertising and Marketing Management,daytime,1,154.0,1,1,Secondary Education - 12th Year or Eq.,5,Skilled Industry and Construction Workers,154.7,0,0,0,1,female,yes,18,0,0,5,6,5,11.8,0,0,5,5,5,12.6,0,9.4,-0.8,-3.12,Graduate
single,17,2,Social Service,daytime,1,139.0,1,2,Higher Education - Degree,3,Intermediate Level Technicians,132.7,1,0,0,1,female,no,19,0,0,6,7,6,11.166666666666666,0,0,6,9,6,11.666666666666666,0,9.4,-0.8,-3.12,Graduate
single,18,1,Nursing,daytime,1,136.0,1,3,Higher Education - Degree,3,Intermediate Level Technicians,130.8,0,0,0,1,female,no,18,0,0,7,7,7,14.05714285714286,0,0,8,9,8,14.6,0,16.2,0.3,-0.92,Graduate
single,1,2,Tourism,daytime,1,130.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Unskilled Workers,122.7,1,0,0,1,female,no,18,0,0,6,10,4,11.75,0,0,6,13,4,10.0,0,7.6,2.6,0.32,Dropout
married,39,1,Social Service,daytime,19,133.1,1,1,Bachelor's Degree,4,Farmers and Agricultural Workers,130.0,0,0,0,1,female,no,31,0,0,6,6,6,13.166666666666666,0,0,6,8,6,13.0,0,9.4,-0.8,-3.12,Enrolled
single,17,1,Social Service,daytime,1,133.0,1,19,Basic Education 3rd Cycle (9th–11th Year),5,Skilled Industry and Construction Workers,123.6,0,0,0,1,female,yes,19,0,0,6,7,6,13.5,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Graduate
single,18,1,Nursing,daytime,1,143.0,1,38,Basic Education 1st Cycle (4th–5th Year),4,Unskilled Workers,116.5,1,0,0,1,female,yes,20,0,0,7,10,7,12.625,0,0,8,8,8,13.0625,0,15.5,2.8,-4.06,Graduate
single,17,3,Veterinary Nursing,daytime,1,117.0,1,19,Basic Education 2nd Cycle (6th–8th Year),5,Skilled Industry and Construction Workers,111.1,0,0,0,1,female,no,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,1,3,Nursing,daytime,1,145.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,136.3,1,0,0,1,female,yes,18,0,0,8,8,7,13.971428571428572,0,0,8,8,7,13.971428571428572,0,12.7,3.7,-1.7,Graduate
single,1,5,Communication Design,daytime,1,134.0,1,34,Secondary Education - 12th Year or Eq.,5,Skilled Industry and Construction Workers,129.8,1,0,0,1,female,no,18,0,0,6,7,2,11.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
married,39,1,Management (evening attendance),evening,1,170.0,1,38,Basic Education 3rd Cycle (9th–11th Year),4,Machine Operators and Assemblers,134.7,0,0,0,1,female,no,33,0,0,5,5,5,12.8,0,0,5,6,5,15.333333333333334,0,10.8,1.4,1.74,Graduate
single,1,2,Advertising and Marketing Management,daytime,1,143.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,131.8,1,0,0,1,female,yes,18,0,0,6,8,6,13.571428571428571,0,0,6,6,5,12.8,0,12.4,0.5,1.79,Enrolled
single,1,1,Animation and Multimedia Design,daytime,1,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),7,Unskilled Workers,126.8,1,0,0,0,female,yes,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,1,1,Veterinary Nursing,daytime,1,131.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Farmers and Agricultural Workers,130.7,0,0,1,1,female,no,21,0,0,5,9,2,11.5,0,0,5,13,4,11.0,1,10.8,1.4,1.74,Enrolled
single,17,3,Tourism,daytime,1,115.0,1,37,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",109.8,1,0,0,1,female,no,19,0,0,6,8,4,11.25,0,0,6,8,4,12.0,0,10.8,1.4,1.74,Enrolled
single,7,1,Management (evening attendance),evening,3,130.0,1,3,Basic Education 3rd Cycle (9th–11th Year),2,Intermediate Level Technicians,133.9,0,0,0,1,female,no,28,0,0,5,7,5,13.714285714285714,0,0,5,7,5,13.142857142857142,0,16.2,0.3,-0.92,Graduate
married,39,1,Management,daytime,1,130.0,1,1,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,109.9,0,0,0,0,female,no,29,0,0,4,4,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
single,44,1,Equinculture,daytime,39,160.0,1,1,Basic Education 1st Cycle (4th–5th Year),3,Intermediate Level Technicians,160.0,1,0,1,0,female,no,36,0,2,6,9,6,12.0,0,1,6,8,3,14.666666666666666,0,12.4,0.5,1.79,Dropout
single,39,1,Social Service (evening attendance),evening,19,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Skilled Industry and Construction Workers,106.5,0,0,0,1,female,yes,32,0,0,6,7,6,12.666666666666666,0,0,6,7,6,13.333333333333334,0,12.7,3.7,-1.7,Graduate
single,39,1,Nursing,daytime,1,130.0,1,38,Basic Education 1st Cycle (4th–5th Year),5,Skilled Industry and Construction Workers,120.0,1,0,0,1,female,yes,25,0,0,8,11,7,13.29,3,0,8,11,7,13.29,3,9.4,-0.8,-3.12,Enrolled
married,43,1,Management (evening attendance),evening,1,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),3,Armed Forces Professions,107.8,0,0,0,1,female,no,33,0,8,10,15,8,10.375,0,7,10,13,9,10.444444444444445,0,7.6,2.6,0.32,Enrolled
married,43,1,Social Service (evening attendance),evening,14,133.1,1,34,Unknown,0,Student,100.0,0,0,0,0,female,no,34,0,3,7,13,3,12.0,0,2,7,15,1,13.0,1,9.4,-0.8,-3.12,Dropout
married,39,1,Social Service (evening attendance),evening,1,150.0,1,34,Unknown,0,Student,112.5,0,0,0,1,female,no,33,0,0,6,10,5,11.4,0,1,6,7,6,11.166666666666666,0,7.6,2.6,0.32,Graduate
single,43,1,Management (evening attendance),evening,1,140.0,1,37,Basic Education 2nd Cycle (6th–8th Year),9,Machine Operators and Assemblers,135.5,0,0,1,0,female,no,29,0,0,5,15,2,13.25,0,0,5,12,3,12.6,3,16.2,0.3,-0.92,Dropout
single,1,1,Nursing,daytime,1,145.0,1,1,Secondary Education - 12th Year or Eq.,4,Armed Forces Professions,145.0,0,0,0,1,female,no,18,0,0,7,7,6,13.861666666666666,0,0,8,16,0,0.0,1,12.4,0.5,1.79,Dropout
single,1,1,Journalism and Communication,daytime,1,126.0,1,37,Basic Education 2nd Cycle (6th–8th Year),7,Skilled Industry and Construction Workers,119.0,0,0,0,1,female,yes,18,0,0,6,6,6,12.166666666666666,0,0,6,7,6,12.142857142857142,0,15.5,2.8,-4.06,Graduate
married,7,1,Social Service,daytime,3,130.0,1,37,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",130.0,0,0,0,1,female,no,38,0,0,6,17,4,13.75,0,0,6,15,6,14.5,0,16.2,0.3,-0.92,Graduate
single,1,4,Nursing,daytime,1,135.0,1,38,Basic Education 1st Cycle (4th–5th Year),9,Machine Operators and Assemblers,126.3,1,0,0,1,female,yes,19,0,0,7,7,6,15.433333333333332,0,0,7,7,6,15.433333333333332,0,7.6,2.6,0.32,Graduate
divorced,39,1,Social Service (evening attendance),evening,19,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,113.5,0,0,0,1,female,yes,39,0,0,6,6,6,13.833333333333334,0,0,6,6,6,15.5,0,11.1,0.6,2.02,Graduate
single,43,1,Management (evening attendance),evening,3,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,120.0,0,0,0,1,female,no,37,0,7,14,21,12,11.833333333333334,0,11,12,15,11,11.363636363636363,0,12.7,3.7,-1.7,Graduate
single,17,2,Oral Hygiene,daytime,1,120.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",111.3,1,0,0,1,female,no,32,0,0,7,7,0,0.0,0,0,8,8,0,0.0,0,16.2,0.3,-0.92,Dropout
single,18,1,Social Service,daytime,1,147.0,1,38,Unknown,4,Student,130.2,0,0,0,1,female,no,18,0,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,43,1,Oral Hygiene,daytime,1,149.0,1,1,Secondary Education - 12th Year or Eq.,4,Machine Operators and Assemblers,140.2,1,1,0,1,female,no,20,0,1,7,9,7,12.333333333333334,0,0,8,8,8,12.625,0,12.7,3.7,-1.7,Enrolled
single,1,5,Communication Design,daytime,1,124.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,113.9,1,0,0,1,female,no,20,0,0,6,6,6,11.166666666666666,0,0,6,6,6,12.166666666666666,0,7.6,2.6,0.32,Graduate
single,17,1,Veterinary Nursing,daytime,1,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,99.0,1,0,0,1,female,yes,23,0,0,6,6,6,14.666666666666666,0,0,6,8,6,12.428571428571429,0,8.9,1.4,3.51,Graduate
single,1,2,Management,daytime,1,125.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,Unskilled Workers,124.0,1,0,0,1,female,no,19,0,0,5,5,5,11.2,0,0,5,11,4,11.75,0,10.8,1.4,1.74,Enrolled
single,1,1,Social Service,daytime,1,141.0,1,37,Basic Education 2nd Cycle (6th–8th Year),9,Armed Forces Professions,138.9,0,0,0,1,female,no,18,0,0,6,9,6,13.714285714285714,0,0,6,6,6,14.166666666666666,0,13.9,-0.3,0.79,Graduate
single,1,1,Management,daytime,1,131.0,1,38,Basic Education 3rd Cycle (9th–11th Year),9,Unskilled Workers,130.0,1,0,0,1,male,no,19,0,0,5,5,5,12.8,0,0,5,10,5,11.444444444444445,0,10.8,1.4,1.74,Graduate
single,17,4,Journalism and Communication,daytime,1,118.0,1,1,Basic Education 2nd Cycle (6th–8th Year),5,Skilled Industry and Construction Workers,120.8,1,0,0,1,female,no,20,0,0,6,9,4,13.25,0,0,6,11,5,11.8,0,12.4,0.5,1.79,Graduate
single,1,6,Nursing,daytime,1,129.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,Skilled Industry and Construction Workers,127.8,1,0,0,1,female,no,19,0,0,8,10,6,13.78,1,0,8,10,6,13.78,1,9.4,-0.8,-3.12,Dropout
single,17,3,Nursing,daytime,1,136.0,1,37,Basic Education 2nd Cycle (6th–8th Year),4,"Services, Security, Sellers",126.0,1,0,0,1,female,no,19,0,0,8,8,7,15.11,0,0,8,8,7,15.11,0,10.8,1.4,1.74,Graduate
single,1,2,Social Service,daytime,1,134.0,1,1,Basic Education 3rd Cycle (9th–11th Year),4,"Services, Security, Sellers",126.0,0,0,0,1,female,no,18,0,0,6,10,4,11.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Graduate
single,1,1,Nursing,daytime,1,153.0,1,38,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",138.5,1,0,0,1,female,yes,20,0,0,8,8,7,15.798571428571426,0,0,8,8,7,15.798571428571426,0,10.8,1.4,1.74,Graduate
single,1,3,Nursing,daytime,1,119.0,1,19,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,119.4,1,0,0,1,female,no,20,0,0,7,7,7,13.775714285714288,0,0,8,8,8,15.599999999999998,0,12.4,0.5,1.79,Graduate
divorced,39,1,Nursing,daytime,1,140.0,1,38,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,101.5,1,0,0,1,female,no,24,0,0,8,11,7,12.16,0,0,8,11,7,12.16,0,10.8,1.4,1.74,Graduate
divorced,39,2,Oral Hygiene,daytime,1,133.1,1,38,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,101.5,1,0,0,1,female,no,24,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,17,2,Journalism and Communication,daytime,1,130.0,1,2,Secondary Education - 12th Year or Eq.,2,Skilled Industry and Construction Workers,126.2,1,0,0,1,female,no,20,0,0,6,6,6,14.333333333333334,0,0,6,6,6,15.5,0,12.4,0.5,1.79,Graduate
single,1,3,Communication Design,daytime,1,128.0,1,19,Basic Education 3rd Cycle (9th–11th Year),3,Intermediate Level Technicians,129.8,1,0,0,1,female,no,20,0,0,6,6,6,11.833333333333334,0,0,6,6,3,13.333333333333334,0,9.4,-0.8,-3.12,Enrolled
single,1,1,Veterinary Nursing,daytime,1,145.0,1,38,Basic Education 1st Cycle (4th–5th Year),3,Unskilled Workers,138.4,1,0,0,0,female,no,18,0,0,6,7,6,14.833333333333334,0,0,6,8,6,12.5,0,8.9,1.4,3.51,Enrolled
single,1,1,Nursing,daytime,1,146.0,1,1,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,129.3,0,0,0,1,female,no,18,0,0,8,8,7,14.2,0,0,8,8,7,14.2,0,12.7,3.7,-1.7,Graduate
single,1,1,Veterinary Nursing,daytime,1,119.0,1,2,Secondary Education - 12th Year or Eq.,4,Intermediate Level Technicians,113.1,1,0,0,1,female,no,21,0,0,5,6,5,12.2,0,0,5,5,5,13.2,0,10.8,1.4,1.74,Graduate
single,17,1,Basic Education,daytime,1,160.0,1,1,Basic Education 2nd Cycle (6th–8th Year),4,Armed Forces Professions,144.3,1,0,0,1,female,no,18,0,0,6,10,4,13.0,0,0,6,9,5,13.666666666666666,0,9.4,-0.8,-3.12,Graduate
single,17,5,Nursing,daytime,1,144.0,1,19,Secondary Education - 12th Year or Eq.,5,Intermediate Level Technicians,141.0,1,0,0,1,female,yes,19,0,0,8,8,7,12.485714285714286,0,0,8,8,7,12.485714285714286,0,12.7,3.7,-1.7,Graduate
single,7,1,Veterinary Nursing,daytime,40,130.0,1,1,Secondary Education - 12th Year or Eq.,4,Administrative Staff,130.0,1,0,0,1,female,no,22,0,0,6,7,6,17.0,0,0,6,7,6,16.285714285714285,0,11.1,0.6,2.02,Graduate
single,17,3,Social Service,daytime,1,122.0,1,19,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,117.5,1,0,0,1,female,no,19,0,0,6,7,5,10.8,0,0,6,9,6,10.166666666666666,0,8.9,1.4,3.51,Graduate
single,1,3,Nursing,daytime,1,153.0,6,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,131.8,1,0,0,1,female,no,18,1,0,7,7,6,14.716666666666669,0,0,7,7,6,14.716666666666669,0,7.6,2.6,0.32,Graduate
single,1,1,Veterinary Nursing,daytime,1,147.0,1,37,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",133.7,1,0,0,1,female,yes,19,0,0,5,10,2,13.5,0,0,5,11,5,11.4,1,10.8,1.4,1.74,Enrolled
single,43,1,Nursing,daytime,1,121.0,1,38,Basic Education 3rd Cycle (9th–11th Year),5,"Services, Security, Sellers",115.4,1,0,0,1,female,yes,24,0,0,8,8,7,11.971428571428572,0,0,8,8,7,11.971428571428572,0,12.7,3.7,-1.7,Enrolled
single,1,3,Veterinary Nursing,daytime,1,134.0,1,38,Basic Education 3rd Cycle (9th–11th Year),9,"Services, Security, Sellers",129.1,0,0,0,1,female,no,19,0,0,5,7,3,12.0,0,0,5,7,4,13.5,0,7.6,2.6,0.32,Enrolled
single,1,1,Social Service (evening attendance),evening,1,133.0,1,38,Basic Education 2nd Cycle (6th–8th Year),5,Intellectual and Scientific Specialists,135.5,0,0,0,1,female,no,34,0,0,6,7,6,12.333333333333334,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
single,17,5,Veterinary Nursing,daytime,1,118.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Unskilled Workers,112.4,1,0,0,1,female,no,19,0,0,12,22,6,15.307692307692308,0,0,10,13,6,13.875,0,15.5,2.8,-4.06,Graduate
single,1,1,Nursing,daytime,1,137.0,1,37,Basic Education 1st Cycle (4th–5th Year),7,Unskilled Workers,130.8,1,0,0,1,female,yes,18,0,0,7,7,6,12.666666666666666,0,0,7,7,6,12.666666666666666,0,7.6,2.6,0.32,Graduate
single,1,5,Nursing,daytime,1,143.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,"Services, Security, Sellers",131.6,1,0,0,1,female,yes,19,0,0,7,10,7,14.368,0,0,8,8,8,14.44875,0,15.5,2.8,-4.06,Graduate
single,39,1,Nursing,daytime,1,123.0,1,19,Secondary Education - 12th Year or Eq.,1,Legislative/Executive Directors and Managers,140.8,0,0,0,1,female,no,25,0,0,8,8,7,12.084285714285716,0,0,8,8,7,12.084285714285716,0,10.8,1.4,1.74,Graduate
single,44,1,Veterinary Nursing,daytime,39,140.0,1,3,Basic Education 2nd Cycle (6th–8th Year),2,Unskilled Workers,140.0,1,0,0,1,female,no,21,0,7,12,18,8,12.25,0,4,12,27,8,12.2,0,12.4,0.5,1.79,Enrolled
single,1,1,Tourism,daytime,1,118.0,1,37,Basic Education 1st Cycle (4th–5th Year),7,Skilled Industry and Construction Workers,114.2,0,0,0,1,female,no,18,0,0,6,10,5,12.2,0,0,6,10,5,11.6,0,16.2,0.3,-0.92,Enrolled
single,1,1,Social Service,daytime,1,142.0,1,34,Basic Education 2nd Cycle (6th–8th Year),4,Skilled Industry and Construction Workers,127.3,0,0,0,1,female,yes,18,0,0,6,12,4,11.0,0,0,6,9,6,11.5,0,9.4,-0.8,-3.12,Graduate
single,1,1,Social Service (evening attendance),evening,1,115.0,1,38,Basic Education 2nd Cycle (6th–8th Year),9,Skilled Industry and Construction Workers,115.0,1,0,0,1,female,no,28,0,0,6,8,5,12.8,0,0,6,8,5,11.0,0,9.4,-0.8,-3.12,Graduate
facto union,43,1,Nursing,daytime,1,131.0,1,1,Basic Education 2nd Cycle (6th–8th Year),5,"Services, Security, Sellers",118.8,0,0,0,1,female,yes,18,0,0,8,8,7,11.857142857142858,0,0,8,8,7,11.857142857142858,0,12.7,3.7,-1.7,Graduate
married,39,1,Tourism,daytime,1,130.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,125.0,0,0,0,1,female,no,41,0,0,6,8,6,12.285714285714286,0,0,6,10,5,13.0,0,8.9,1.4,3.51,Graduate
single,17,2,Basic Education,daytime,1,133.1,1,37,Basic Education 1st Cycle (4th–5th Year),5,Student,111.5,0,0,0,1,female,no,18,0,0,6,11,3,12.333333333333334,0,0,6,11,4,13.5,0,7.6,2.6,0.32,Dropout
single,17,1,Social Service,daytime,1,134.0,1,38,Basic Education 3rd Cycle (9th–11th Year),7,Skilled Industry and Construction Workers,124.2,0,0,0,1,female,yes,21,0,0,6,11,4,11.25,0,0,6,12,4,11.4,0,15.5,2.8,-4.06,Graduate
divorced,7,1,Social Service,daytime,40,130.0,1,34,Unknown,99,Blank,130.0,0,0,1,1,female,no,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,7,1,Communication Design,daytime,3,133.1,1,3,Doctorate,2,Intellectual and Scientific Specialists,120.0,1,0,0,1,female,no,32,0,0,3,3,2,16.0,0,0,3,3,1,16.0,0,7.6,2.6,0.32,Dropout
single,43,1,Social Service (evening attendance),evening,12,114.0,1,34,Unknown,0,Blank,110.0,0,0,0,1,female,no,29,0,0,6,10,6,11.666666666666666,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate
single,39,1,Oral Hygiene,daytime,1,130.0,1,19,Basic Education 2nd Cycle (6th–8th Year),9,Machine Operators and Assemblers,113.3,0,0,0,1,female,no,24,0,0,7,15,5,12.4,0,0,8,14,7,12.15,0,12.4,0.5,1.79,Enrolled
single,43,1,Oral Hygiene,daytime,1,128.0,1,38,Basic Education 2nd Cycle (6th–8th Year),7,Machine Operators and Assemblers,123.5,1,0,0,1,female,no,22,0,0,7,14,6,10.744444444444444,1,0,8,10,8,11.8375,0,12.7,3.7,-1.7,Enrolled
single,1,1,Social Service,daytime,1,133.1,1,19,Secondary Education - 12th Year or Eq.,1,Intermediate Level Technicians,101.0,0,0,0,1,female,no,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
married,39,1,Nursing,daytime,19,133.1,1,37,Basic Education 2nd Cycle (6th–8th Year),9,Armed Forces Professions,120.9,1,0,0,1,female,no,39,0,0,7,12,4,12.0,0,0,7,13,4,12.5625,0,11.1,0.6,2.02,Dropout
divorced,39,1,Veterinary Nursing,daytime,1,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,154.6,0,0,0,0,female,yes,44,0,0,6,12,4,12.75,0,0,6,15,2,10.0,0,8.9,1.4,3.51,Enrolled
single,1,1,Management,daytime,1,117.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,120.2,1,0,0,1,female,no,20,0,0,5,9,2,10.0,0,0,5,10,2,11.0,0,7.6,2.6,0.32,Enrolled
single,43,3,Nursing,daytime,1,139.0,1,38,Basic Education 1st Cycle (4th–5th Year),9,Machine Operators and Assemblers,146.5,0,0,0,1,female,no,21,0,11,14,26,12,13.417391304347827,1,11,14,26,12,13.417391304347827,1,7.6,2.6,0.32,Graduate
single,1,1,Journalism and Communication,daytime,1,159.0,1,34,7th Year,0,Farmers and Agricultural Workers,160.1,1,0,0,1,female,no,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.857142857142858,0,7.6,2.6,0.32,Graduate
single,39,1,Agronomy,daytime,1,140.0,1,37,Basic Education 1st Cycle (4th–5th Year),5,"Services, Security, Sellers",150.0,0,0,1,1,female,no,34,0,0,6,10,5,13.833333333333334,0,0,6,13,5,12.5,0,16.2,0.3,-0.92,Graduate
single,1,3,Veterinary Nursing,daytime,1,140.0,1,10,Basic Education 3rd Cycle (9th–11th Year),90,Other Situation,135.8,1,0,0,1,female,no,18,0,0,5,6,5,13.333333333333334,0,0,5,7,4,14.8,0,7.6,2.6,0.32,Graduate
single,1,1,Animation and Multimedia Design,daytime,1,135.0,1,19,Master's Degree,9,Intellectual and Scientific Specialists,143.8,1,0,1,1,female,no,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled
single,1,1,Basic Education,daytime,1,121.0,1,37,Basic Education 3rd Cycle (9th–11th Year),6,Skilled Industry and Construction Workers,116.8,1,0,0,1,female,no,18,0,0,6,11,3,11.666666666666666,0,0,6,11,3,10.666666666666666,0,9.4,-0.8,-3.12,Dropout
single,1,5,Veterinary Nursing,daytime,1,124.0,1,3,Basic Education 3rd Cycle (9th–11th Year),2,Intermediate Level Technicians,113.9,1,0,0,1,female,no,19,0,0,6,12,5,15.0,0,0,6,9,6,13.428571428571429,0,16.2,0.3,-0.92,Graduate
single,1,3,Nursing,daytime,1,131.0,1,37,Basic Education 1st Cycle (4th–5th Year),9,Unskilled Workers,118.0,1,0,0,1,female,yes,18,0,0,8,8,7,13.242857142857144,0,0,8,8,7,13.242857142857144,0,12.7,3.7,-1.7,Enrolled
